IdNalazistaLit;OpisNalazista;OznKoord;NazKlase;OznKoord;HTRS96_X;HTRS96_Y;Nesigurnost
200496;Trsat, Rijeka, Hrvatsko primorje, 160 m.n.m., vegetacijska snimka br. 168, veličine 100 m2, W ekspozicije, nagiba 45o (22.05.2000.);xy.99089;Fraxinus ornus L.;xy.99089;340340.0305;5023710.3686;25.0000
200534;Trsat, Rijeka, Hrvatsko primorje, 160 m.n.m., vegetacijska snimka br. 182, veličine 100 m2, W ekspozicije, nagiba 40o, pokrovnosti vegetacije 100% (13.06.1998.);xy.99090;Fraxinus ornus L.;xy.99090;340294.2431;5023669.2023;25.0000
200597;Drenova, Rijeka, Hrvatsko primorje, 450 m.n.m., vegetacijska snimka br. 194, veličine 100 m2, N ekspozicije, nagiba 20o, pokrovnosti vegetacije 95% (19.09.1998.);xy.99092;Fraxinus ornus L.;xy.99092;337886.6285;5027991.0332;25.0000
200628;Lubanj, Hrvatsko primorje, 450 m.n.m., vegetacijska snimka br. 176, veličine 100 m2, N ekspozicije, nagiba 20o, pokrovnosti vegetacije 100% (09.05.1998.);xy.99093;Fraxinus ornus L.;xy.99093;338261.2342;5027423.7914;25.0000
200669;Vojsko, Hrvatsko primorje, 355 m.n.m., vegetacijska snimka br. 203, veličine 50 m2, NW ekspozicije, nagiba 20o, pokrovnosti vegetacije 90% (19.05.1991.);xy.99094;Fraxinus ornus L.;xy.99094;345792.1642;5022780.4458;25.0000
200707;Vojsko, Hrvatsko primorje, 345 m.n.m., vegetacijska snimka br. 207, veličine 100 m2, N ekspozicije, nagiba 10o, pokrovnosti vegetacije 95% (08.08.1987.);xy.99095;Fraxinus ornus L.;xy.99095;345372.0902;5023162.4349;25.0000
200248;Zad Steni, iznad izvora Rječine, Gorski kotar (Rječina), 250 m.n.m., vegetacijska snimka br. 183, veličine 100 m2, N ekspozicije, nagiba 10o (20.06.1998.);xy.99081;Fraxinus ornus L.;xy.99081;338176.9113;5034436.6100;25.0000
200249;Zala, iznad izvora Rječine, Gorski kotar (Rječina), 500 m.n.m., vegetacijska snimka br. 199, veličine 50 m2, S ekspozicije, nagiba 15o, pokrovnosti vegetacije 70% (04.10.1998.);xy.99082;Fraxinus ornus L.;xy.99082;338408.7438;5034368.2547;25.0000
200306;Podbaba, Hrvatsko primorje, 400 m.n.m., vegetacijska snimka br. 161, veličine 100 m2, NE ekspozicije, nagiba 20o, pokrovnosti vegetacije 80% (22.08.1995.);xy.99083;Fraxinus ornus L.;xy.99083;338382.6132;5027065.3644;25.0000
200337;Prodol, Učka, 645 m.n.m., vegetacijska snimka br. 214, veličine 100 m2, NE ekspozicije, nagiba 3o, pokrovnosti vegetacije 100% (15.10.2005.);xy.99084;Fraxinus ornus L.;xy.99084;319633.5146;5008306.9408;25.0000
200384;Trsat, Rijeka, Hrvatsko primorje, 160 m.n.m., vegetacijska snimka br. 208, veličine 100 m2, NNW ekspozicije, nagiba 45o, pokrovnosti vegetacije 60% (24.08.1987.);xy.99086;Fraxinus ornus L.;xy.99086;340267.0784;5023714.7288;25.0000
200454;Trsat, Rijeka, Hrvatsko primorje, 160 m.n.m., vegetacijska snimka br. 181, veličine 100 m2, NW ekspozicije, nagiba 40o, pokrovnosti vegetacije 100% (13.06.1998.);xy.99088;Fraxinus ornus L.;xy.99088;340267.3461;5023621.6814;25.0000
199861;Prosik, Hrvatsko primorje, 650 m.n.m., vegetacijska snimka br. 32, veličine 100 m2, N ekspozicije, nagiba 15o, pokrovnosti vegetacije 95% (24.06.2006.);xy.99034;Fraxinus ornus L.;xy.99034;353037.0135;5019166.0548;25.0000
199862;Krežala, Gorski kotar, 770 m.n.m., vegetacijska snimka br. 24, veličine 100 m2, W ekspozicije, nagiba 25o, pokrovnosti vegetacije 100%, grmlje i drveće 30% (18.06.2006.);xy.99035;Fraxinus ornus L.;xy.99035;347403.1424;5030042.6238;25.0000
199863;Zebar, Hrvatsko primorje, 800 m.n.m., vegetacijska snimka br. 73, veličine 200 m2, S ekspozicije, nagiba 20o, pokrovnosti vegetacije 95%, drveće i grmlje 20% (27.05.2006.);xy.99037;Fraxinus ornus L.;xy.99037;357455.8202;5012981.3211;25.0000
200245;Vodni žleb, na padinama Vodnog žleba iznad Škalnice nedaleko Klane, Gorski kotar (Škalnica, Klana), 655 m.n.m., vegetacijska snimka br. 33, veličine 100 m2, S ekspozicije, nagiba 35o, pokrovnosti vegetacije 60%, drveće i grmlje 20% (25.06.2006.);xy.99078;Fraxinus ornus L.;xy.99078;330565.8362;5036877.7378;25.0000
200246;Vodni žleb, na padinama Vodnog žleba iznad Škalnice nedaleko Klane, Gorski kotar (Škalnica, Klana), 655 m.n.m., vegetacijska snimka br. 34, veličine 100 m2, W ekspozicije, nagiba 35o, pokrovnosti vegetacije 100%, drveće i grmlje 10% (25.06.2006.);xy.99079;Fraxinus ornus L.;xy.99079;330540.8781;5036934.2309;25.0000
200247;Vodni žleb, na padinama Vodnog žleba iznad Škalnice nedaleko Klane, Gorski kotar (Škalnica, Klana), 650 m.n.m., vegetacijska snimka br. 37, veličine 100 m2, W ekspozicije, nagiba 40o, pokrovnosti vegetacije 80%, drveće i grmlje 30% (25.06.2006.);xy.99080;Fraxinus ornus L.;xy.99080;330661.7481;5036816.9190;25.0000
199070;Kneža, Hrvatsko primorje, 260 m.n.m., vegetacijska snimka br. 137, veličine 100 m2, SW ekspozicije, nagiba 10o, pokrovnosti vegetacije 90% (06.10.1981.);xy.99028;Fraxinus ornus L.;xy.99028;347816.4508;5023177.9338;25.0000
199856;Trsat, Rijeka, Hrvatsko primorje, 160 m.n.m., vegetacijska snimka br. 167, veličine 25 m2, W ekspozicije, nagiba 40o (22.05.2000.);xy.99029;Fraxinus ornus L.;xy.99029;340357.7344;5023694.0315;25.0000
199857;Drenova, Rijeka, Hrvatsko primorje, 450 m.n.m., vegetacijska snimka br. 193, veličine 500 m2, N ekspozicije, nagiba 20o (19.09.1998.);xy.99030;Fraxinus ornus L.;xy.99030;338204.7933;5027508.8822;25.0000
199858;Drenova, Rijeka, Hrvatsko primorje, 450 m.n.m., vegetacijska snimka br. 195, veličine 100 m2, S ekspozicije, nagiba 15o, pokrovnosti vegetacije 95% (19.09.1998.);xy.99031;Fraxinus ornus L.;xy.99031;338526.2494;5026505.4300;25.0000
199859;Kneža, Hrvatsko primorje, 225 m.n.m., vegetacijska snimka br. 84, veličine 100 m2, NNW ekspozicije, nagiba 5o, pokrovnosti vegetacije 90%, drveće i grmlje 30% (22.04.2006.);xy.99032;Fraxinus ornus L.;xy.99032;347509.9078;5022511.3503;25.0000
199860;Koritanj, Hrvatsko primorje, 600 m.n.m., vegetacijska snimka br. 30, veličine 100 m2, NE ekspozicije, nagiba 15o, pokrovnosti vegetacije 95% (24.06.2006.);xy.99033;Fraxinus ornus L.;xy.99033;351810.8400;5020259.3320;25.0000
199063;Ugorovo, Hrvatsko primorje, 270 m.n.m., vegetacijska snimka br. 141, veličine 30 m2, SW ekspozicije, nagiba 30o, pokrovnosti vegetacije 70% (17.08.1981.);xy.99020;Fraxinus ornus L.;xy.99020;348228.9982;5022929.1453;25.0000
199064;Ugorovo, Hrvatsko primorje, 270 m.n.m., vegetacijska snimka br. 139, veličine 25 m2, W ekspozicije, nagiba 10o, pokrovnosti vegetacije 95% (15.09.1981.);xy.99021;Fraxinus ornus L.;xy.99021;347081.2535;5023345.6947;25.0000
199066;Ugorovo, Hrvatsko primorje, 260 m.n.m., vegetacijska snimka br. 142, veličine 100 m2, NEE ekspozicije, nagiba 20o, pokrovnosti vegetacije 70% (17.08.1981.);xy.99024;Fraxinus ornus L.;xy.99024;348082.5886;5022856.8395;25.0000
199067;Kneža, Hrvatsko primorje, 230 m.n.m., vegetacijska snimka br. 144, veličine 100 m2, NE ekspozicije, nagiba 25o, pokrovnosti vegetacije 80% (04.08.1981.);xy.99025;Fraxinus ornus L.;xy.99025;346984.8269;5023593.5984;25.0000
199068;Ugorovo, Hrvatsko primorje, 270 m.n.m., vegetacijska snimka br. 138, veličine 100 m2, SW ekspozicije, nagiba 35o, pokrovnosti vegetacije 70% (17.08.1981.);xy.99026;Fraxinus ornus L.;xy.99026;348067.4684;5022958.1650;25.0000
199069;Kneža, Hrvatsko primorje, 260 m.n.m., vegetacijska snimka br. 136, veličine 25 m2, E ekspozicije, nagiba 3o, pokrovnosti vegetacije 90% (05.10.1981.);xy.99027;Fraxinus ornus L.;xy.99027;347208.8507;5023106.2145;25.0000
199057;Diraki, Rijeka, Hrvatsko primorje, 270 m.n.m., vegetacijska snimka br. 91, veličine 100 m2, E ekspozicije, nagiba 3o, pokrovnosti vegetacije 90% (14.04.2006.);xy.99012;Fraxinus ornus L.;xy.99012;333641.9831;5026560.4342;25.0000
199058;Diraki, Rijeka, Hrvatsko primorje, 270 m.n.m., vegetacijska snimka br. 96, veličine 100 m2, N ekspozicije, nagiba 5o, pokrovnosti vegetacije 90% (05.08.2004.);xy.99013;Fraxinus ornus L.;xy.99013;333794.2696;5026464.5520;25.0000
199059;Diraki, Rijeka, Hrvatsko primorje, 260 m.n.m., vegetacijska snimka br. 94, veličine 100 m2, E ekspozicije, nagiba 3o, pokrovnosti vegetacije 50% (05.08.2004.);xy.99014;Fraxinus ornus L.;xy.99014;333959.4275;5026522.5032;25.0000
199060;Bovan, Hrvatsko primorje, 300 m.n.m., vegetacijska snimka br. 83, veličine 100 m2, pokrovnosti vegetacije 80%, grmlje i drveće 30% (22.04.2006.);xy.99016;Fraxinus ornus L.;xy.99016;343808.7857;5018938.6536;25.0000
199061;Jeloka, Hrvatsko primorje, 195 m.n.m., vegetacijska snimka br. 88, veličine 100 m2, pokrovnosti vegetacije 90% (22.04.2006.);xy.99017;Fraxinus ornus L.;xy.99017;346733.3101;5021906.5422;25.0000
199062;Jelenje, Gorski kotar, 310 m.n.m., vegetacijska snimka br. 198, veličine 100 m2, S ekspozicije, nagiba 40o, pokrovnosti vegetacije 90% (04.10.1998.);xy.99018;Fraxinus ornus L.;xy.99018;339231.9355;5029798.8002;25.0000
198073;Sv. Križ, Hrvatsko primorje (Sveti Križ), 160 m.n.m., vegetacijska snimka br. 174, veličine 100 m2, S ekspozicije, nagiba 40o, pokrovnosti vegetacije 50% (17.08.2000.);xy.99003;Fraxinus ornus L.;xy.99003;342265.5971;5022189.8309;25.0000
198074;Sv. Križ, Hrvatsko primorje (Sveti Križ), 150 m.n.m., vegetacijska snimka br. 172, veličine 100 m2, SE ekspozicije, nagiba 30o, pokrovnosti vegetacije 60% (11.08.2000.);xy.99004;Fraxinus ornus L.;xy.99004;342408.1910;5022057.1168;25.0000
198075;Orehovica, Hrvatsko primorje, 100 m.n.m., vegetacijska snimka br. 175, veličine 50 m2, S ekspozicije, nagiba 45o, pokrovnosti vegetacije 80% (24.08.2000.);xy.99005;Fraxinus ornus L.;xy.99005;340392.6663;5024387.6977;25.0000
198076;Medveja, Kvarner, 200 m.n.m., vegetacijska snimka br. 166, veličine 200 m2, S ekspozicije, nagiba 40o, pokrovnosti vegetacije 60% (18.11.2001.);xy.99006;Fraxinus ornus L.;xy.99006;323650.7324;5017300.8640;25.0000
199055;Mario Gennari, Rijeka, Hrvatsko primorje, 175 m.n.m., vegetacijska snimka br. 201, veličine 100 m2, S ekspozicije, nagiba 5o, pokrovnosti vegetacije 90% (21.05.1993.);xy.99010;Fraxinus ornus L.;xy.99010;335294.5399;5025206.0140;25.0000
199056;Mario Gennari, Rijeka, Hrvatsko primorje, 170 m.n.m., vegetacijska snimka br. 202, veličine 100 m2, S ekspozicije, nagiba 5o, pokrovnosti vegetacije 100% (01.05.1993.);xy.99011;Fraxinus ornus L.;xy.99011;335244.3971;5025145.9195;25.0000
198067;Trsat, Hrvatsko primorje, 160 m.n.m., vegetacijska snimka br. 177, veličine 100 m2, W ekspozicije, nagiba 20o, pokrovnosti vegetacije 60% (21.05.1998.);xy.98997;Fraxinus ornus L.;xy.98997;340161.8070;5023541.6097;25.0000
198068;Žakalj, Hrvatsko primorje, 50 m.n.m., vegetacijska snimka br. 180, veličine 100 m2, W ekspozicije, nagiba 40o, pokrovnosti vegetacije 60% (13.06.1998.);xy.98998;Fraxinus ornus L.;xy.98998;340305.2806;5023832.0712;25.0000
198069;Sv. Križ, Hrvatsko primorje (Sveti Križ), 150 m.n.m., vegetacijska snimka br. 162, veličine 25 m2, E ekspozicije, nagiba 45o, pokrovnosti vegetacije 40% (11.11.1995.);xy.98999;Fraxinus ornus L.;xy.98999;342497.4051;5022066.4604;25.0000
198070;Sv. Križ, Hrvatsko primorje (Sveti Križ), 140 m.n.m., vegetacijska snimka br. 171, veličine 100 m2, E ekspozicije, nagiba 30o, pokrovnosti vegetacije 80% (09.08.2000.);xy.99000;Fraxinus ornus L.;xy.99000;341099.3265;5024459.5718;25.0000
198071;Sv. Križ, Hrvatsko primorje (Sveti Križ), 190 m.n.m., vegetacijska snimka br. 173, veličine 100 m2, N ekspozicije, pokrovnosti vegetacije 50% (16.08.2000.);xy.99001;Fraxinus ornus L.;xy.99001;342377.4039;5022176.7438;25.0000
198072;Sv. Križ, Hrvatsko primorje (Sveti Križ), 150 m.n.m., vegetacijska snimka br. 163, veličine 25 m2, S ekspozicije, nagiba 40o, pokrovnosti vegetacije 80% (09.12.1995.);xy.99002;Fraxinus ornus L.;xy.99002;342198.2119;5022117.0524;25.0000
198061;Ugorovo, Hrvatsko primorje, 290 m.n.m., vegetacijska snimka br. 134, veličine 100 m2, N ekspozicije, nagiba 30o, pokrovnosti vegetacije 90% (31.08.1981.);xy.98991;Fraxinus ornus L.;xy.98991;348238.9762;5022712.8657;25.0000
198062;Pašac, Hrvatsko primorje, 150 m.n.m., vegetacijska snimka br. 178, veličine 100 m2, S ekspozicije, nagiba 20o, pokrovnosti vegetacije 60% (23.05.1998.);xy.98992;Fraxinus ornus L.;xy.98992;339528.9464;5025927.4876;25.0000
198063;Klobučina, Hrvatsko primorje, vegetacijska snimka br. 135, veličine 100 m2, S ekspozicije, nagiba 20o (31.05.1981.);xy.98993;Fraxinus ornus L.;xy.98993;347375.0480;5021662.4905;25.0000
198064;Kljun, Hrvatsko primorje, 220 m.n.m., vegetacijska snimka br. 191, veličine 100 m2, E ekspozicije, nagiba 10o, pokrovnosti vegetacije 90% (25.08.1998.);xy.98994;Fraxinus ornus L.;xy.98994;340462.7725;5024606.4921;25.0000
198065;Kljun, Hrvatsko primorje, 260 m.n.m., vegetacijska snimka br. 192, veličine 100 m2, S ekspozicije, nagiba 20o, pokrovnosti vegetacije 90% (24.08.1998.);xy.98995;Fraxinus ornus L.;xy.98995;340301.8036;5024880.6148;25.0000
198066;Učivac, Hrvatsko primorje, 225 m.n.m., vegetacijska snimka br. 87, veličine 100 m2, SE ekspozicije, nagiba 5o, pokrovnosti vegetacije 80% (22.04.2006.);xy.98996;Fraxinus ornus L.;xy.98996;347125.7373;5022457.4784;25.0000
198055;Kneža, Hrvatsko primorje, 230 m.n.m., vegetacijska snimka br. 86, veličine 100 m2, pokrovnosti vegetacije 85%, drveće i grmlje 30% (22.04.2006.);xy.98985;Fraxinus ornus L.;xy.98985;347292.9944;5022467.3691;25.0000
198056;Krasica, Hrvatsko primorje, 250 m.n.m., vegetacijska snimka br. 92, veličine 100 m2, S ekspozicije, nagiba 3o, pokrovnosti vegetacije 95% (09.04.2006.);xy.98986;Fraxinus ornus L.;xy.98986;348089.1596;5021759.2407;25.0000
198057;Klobučina, Hrvatsko primorje, 240 m.n.m., vegetacijska snimka br. 130, veličine 100 m2, SE ekspozicije, nagiba 30o, pokrovnosti vegetacije 75% (28.07.1981.);xy.98987;Fraxinus ornus L.;xy.98987;347505.1603;5021558.0232;25.0000
198058;Krasica, Hrvatsko primorje, 240 m.n.m., vegetacijska snimka br. 131, veličine 100 m2, E ekspozicije, pokrovnosti vegetacije 95% (28.07.1981.);xy.98988;Fraxinus ornus L.;xy.98988;347864.2797;5021502.3147;25.0000
198059;Ugorovo, Hrvatsko primorje, 205 m.n.m., vegetacijska snimka br. 90, veličine 100 m2, pokrovnosti vegetacije 99% (15.04.2006.);xy.98989;Fraxinus ornus L.;xy.98989;348420.3287;5022566.4261;25.0000
198060;Ugorovo, Hrvatsko primorje, 270 m.n.m., vegetacijska snimka br. 140, veličine 25 m2, W ekspozicije, nagiba 5o, pokrovnosti vegetacije 90% (17.08.1981.);xy.98990;Fraxinus ornus L.;xy.98990;347162.5472;5023252.1403;25.0000
198049;Bjlaš, Hrvatsko primorje, 245 m.n.m., vegetacijska snimka br. 151, veličine 100 m2, NW ekspozicije, nagiba 15o, pokrovnosti vegetacije 85%, drveće i grmlje 20% (2006.);xy.98978;Fraxinus ornus L.;xy.98978;348058.4549;5021775.8194;25.0000
198050;Rebar, Hrvatsko primorje, 270 m.n.m., vegetacijska snimka br. 170, veličine 100 m2, NE ekspozicije (30.05.2000.);xy.98979;Fraxinus ornus L.;xy.98979;341165.0109;5024387.3159;25.0000
198051;Rebar, Hrvatsko primorje, 250 m.n.m., vegetacijska snimka br. 169, veličine 100 m2, SW ekspozicije, nagiba 30o, pokrovnosti vegetacije 60% (30.05.2000.);xy.98980;Fraxinus ornus L.;xy.98980;341136.7038;5024317.8114;25.0000
198052;Gradac, Hrvatsko primorje, 380 m.n.m., vegetacijska snimka br. 197, veličine 100 m2, S ekspozicije, nagiba 20o, pokrovnosti vegetacije 80% (03.10.1998.);xy.98981;Fraxinus ornus L.;xy.98981;340367.9897;5026123.9500;25.0000
198053;Krasica, Hrvatsko primorje, 270 m.n.m., vegetacijska snimka br. 160, veličine 100 m2, E ekspozicije, nagiba 3o, pokrovnosti vegetacije 90% (25.03.2006.);xy.98982;Fraxinus ornus L.;xy.98982;340233.5159;5023685.3403;25.0000
198054;Ugorovo, Hrvatsko primorje, 255 m.n.m., vegetacijska snimka br. 132, veličine 25 m2, SE ekspozicije, nagiba 10o, pokrovnosti vegetacije 95% (31.08.1981.);xy.98983;Fraxinus ornus L.;xy.98983;348004.6434;5022915.3160;25.0000
196325;Jagodina stijena, na padinama Jezerskog vrha iznad Delnica, Gorski kotar (Jezerski vrh, Delnice), 975 m.n.m., vegetacijska snimka br. 43, veličine 100 m2, E ekspozicije, nagiba 40o, pokrovnosti vegetacije 100%, drveće i grmlje 20% (02.07.2006.);xy.98955;Fraxinus ornus L.;xy.98955;368133.1225;5027818.4253;25.0000
198045;Kneža, Hrvatsko primorje, 220 m.n.m., vegetacijska snimka br. 143, veličine 100 m2, N ekspozicije, nagiba 10o, pokrovnosti vegetacije 98% (06.08.1981.);xy.98974;Fraxinus ornus L.;xy.98974;347382.2316;5022531.7360;25.0000
199065;Kneža, Hrvatsko primorje, 220 m.n.m., vegetacijska snimka br. 143, veličine 100 m2, N ekspozicije, nagiba 10o, pokrovnosti vegetacije 98% (06.08.1981.);xy.98974;Fraxinus ornus L.;xy.98974;347382.2316;5022531.7360;25.0000
198046;Kneža, Hrvatsko primorje, 230 m.n.m., vegetacijska snimka br. 85, veličine 200 m2, NWW ekspozicije, nagiba 10o, pokrovnosti vegetacije 85% (22.04.2006.);xy.98975;Fraxinus ornus L.;xy.98975;347574.5168;5022435.1144;25.0000
198047;Klobučina, Hrvatsko primorje, 260 m.n.m., vegetacijska snimka br. 93, veličine 100 m2, S ekspozicije, nagiba 15o, pokrovnosti vegetacije 90% (09.04.2006.);xy.98976;Fraxinus ornus L.;xy.98976;347184.8522;5021548.9811;25.0000
198048;Gradac, Hrvatsko primorje, 390 m.n.m., vegetacijska snimka br. 196, veličine 100 m2, S ekspozicije, nagiba 10o, pokrovnosti vegetacije 80% (03.10.1998.);xy.98977;Fraxinus ornus L.;xy.98977;340501.0043;5026121.4714;25.0000
194458;Otok Veli Brijun (Brioni): područje Cipro, šuma crnike na skoro ravnoj površini (Brijuni, Istra);xy.98817;Fraxinus ornus L.;xy.98817;283966.7427;4978542.9597;NULL
194487;Otok Lokrum kod Dubrovnika: južna strana otoka, područje zapadno od tzv. Mrtvog mora (južna Dalmacija);xy.98888;Fraxinus ornus L.;xy.98888;632879.2817;4721616.2828;NULL
194510;Otok Lokrum kod Dubrovnika: južna strana otoka, područje zapadno od tzv. Mrtvog mora (južna Dalmacija);xy.98888;Fraxinus ornus L.;xy.98888;632879.2817;4721616.2828;NULL
194537;Jugoistočna Istra: područje Kranjica između zaliva Rabac i Portluk (uvala Prklog, Istra);xy.98889;Fraxinus ornus L.;xy.98889;314749.6297;4993627.8718;NULL
194606;Jugoistočna Istra: područje Labin-Rabac, vrlo strmi, jugoistoku izloženi obronci otprilike na polovici puta između dvaju spomenutih naselja;xy.98891;Fraxinus ornus L.;xy.98891;314424.1150;4996738.5551;NULL
194732;Otok Veliki Brijun (Brioni): područje kote Peneda (Brijuni, Istra);xy.98895;Fraxinus ornus L.;xy.98895;283175.0156;4976474.3106;NULL
133140;Košuta (09.07.1971.), područje nedaleko razvalina grada Košute, južne padine u odjelu 4 (šumarija Popovača). Veličina snimke 300m, 310m n.v., ekspozicija S, nagib 22° (Moslavačka gora);xy.95155;Fraxinus ornus L.;xy.95155;511887.3329;5057888.1983;50.0000
175377;Ušće rijeke Mirne, strme padine obronka na lijevoj obali rijeke (Mirna, Istra);xy.95242;Fraxinus ornus L.;xy.95242;272943.3206;5024227.4980;NULL
191801;od Gračaca u smjeru prema Lovincu i Pločama na toplim, južnim položajima prosječno do visine od 800 m (Lovinac, Ploče, Lika);xy.98662;Fraxinus ornus L.;xy.98662;440786.5937;4911819.8016;NULL
191821;Lika i Krbava;xy.98663;Fraxinus ornus L.;xy.98663;426300.0061;4940718.6869;NULL
191872;u široj oblasti Zavižana, na velikom prostoru koji započinje kamenim i ogoljelim predjelima (vršne stijene) Visibabe (1341 m), zahvaća zapadnu i istočnu stranu bila i spušta se prema Babrovači (900 m) (Zavižan, sjeverni Velebit);xy.98666;Fraxinus ornus L.;xy.98666;377094.8586;4965932.8485;NULL
194434;Otok Veli Brijun (Brioni): područje Kaštelir, malo nagnut, sjeverozapadu izložen obronak s nešto kamenih blokova na površini (Brijuni, Istra);xy.98817;Fraxinus ornus L.;xy.98817;283966.7427;4978542.9597;NULL
129169;Sjeverozapadno od brda Veli Vrh (Velji vrh) (druga snimka), 20 m/nv, ekspozicija W, nagib 20°, otok Šipan (Dalmacija);xy.95109;Fraxinus ornus L.;xy.95109;610365.9165;4734756.1017;NULL
131400;Sjeverne padine kod Mjeseca (14.07.1972.), odjel 20 (Mjesec, šumarija Čazma). Veličina snimke 200m, 320m n.v., ekspozicija N, nagib 22° (Moslavačka gora);xy.95134;Fraxinus ornus L.;xy.95134;515675.2858;5057947.2463;50.0000
135536;Kaluđerov grob (08.07.1971), južno od glavne međe (odjel 30 - šumarija Popovača). Veličina snimke 200m, 425m n.v., ekspozicija S, nagib 5° (Moslavačka gora);xy.95135;Fraxinus ornus L.;xy.95135;517422.4009;5055768.6327;50.0000
131720;Šuma Kamenica (07.07.1971), sjeverne padine u podnožju kote 440 (odjel 32 - šumarija Popovača). Veličina snimke 200. 410m n.v.v, ekspozivija NW, nagib 10° (Moslavačka gora);xy.95144;Fraxinus ornus L.;xy.95144;515224.7865;5055676.7859;50.0000
136041;Šuma Kamenica (29.05.1971), kod razvalina Jelengrada. Veličina snimke 300m, 250m n.v.v, ekspozivija S, nagib 20° (Moslavačka gora);xy.95144;Fraxinus ornus L.;xy.95144;515224.7865;5055676.7859;50.0000
136133;Šuma Stelovača (24.05.1972.), padinelijevo od puta prema Podgariću (odjel 56 - šumarija Kutina). Veličina snimke 400m, 290m n.v., ekspozicija W, nagib 15° (Moslavačka gora);xy.95154;Fraxinus ornus L.;xy.95154;518040.2559;5053519.1829;NULL
126263;Sertić poljana - travnjak Biljevina (30.07.1989), travnjački kompleks izložen prema jugoistoku (Nacionalni park Plitvička jezera, Plitvice);xy.94930;Fraxinus ornus L.;xy.94930;426161.3593;4976379.5053;50.0000
127660;Brdo Sv. Ilija (Sveti Ilija, Sutulija), istočni dio, oko 10 m od vrha,200 m/nv, ekspozicija E, nagib 50° , otok Šipan (Dalmacija);xy.95062;Fraxinus ornus L.;xy.95062;613244.8115;4732730.6481;50.0000
166148;Brdo Sv. Ilija, sjeveroistočni obronak, oko 50 m od vrha brda (Sveti Ilija, Sutulija, južna Dalmacija);xy.95062;Fraxinus ornus L.;xy.95062;613244.8115;4732730.6481;50.0000
127821;Ograde, područje sjeverno od brda Veli Vrh (Velji vrh), 2m/nv, otok Šipan (Dalmacija);xy.95075;Fraxinus ornus L.;xy.95075;610908.9529;4734769.4356;50.0000
166149;Zapadna obala otoka, južno od brda Prijažba, otok Šipan (južna Dalmacija);xy.95076;Fraxinus ornus L.;xy.95076;610659.0550;4733083.5056;50.0000
128625;Prijažba, na vrhu središnjeg dijela brda (brdo sjeverno od uvale Priježba), 60m/nv, ekspozicija E, nagib 20°, otok Šipan (Dalmacija);xy.95097;Fraxinus ornus L.;xy.95097;610313.5947;4733331.5584;NULL
112341;vrh Ilija na poluotoku Pelješcu, područje "Polje" ispod planinarske kućice, snimljena sastojina, razvijena na slabo nagnutoj površini, velika je oko 200 m2 (Dalmacija);xy.94307;Fraxinus ornus L.;xy.94307;553981.1446;4762090.6259;NULL
113444;vrh Vidove gore na otoku Braču (otok Brač, srednja Dalmacija);xy.94312;Fraxinus ornus L.;xy.94312;509729.8463;4793308.1826;NULL
173732;Na liticama strmih uspona, podbiokovsko primorje (srednja Dalmacija);xy.94364;Fraxinus ornus L.;xy.94364;542215.4025;4797040.3062;NULL
192693;na padinama Učke: na zapadnoj strani Sisola, iznad sela Kožljaka, uz put koji od sela vodi prema izvorima i grebenu, na visini od 190 m (Učka, Istra);xy.94429;Fraxinus ornus L.;xy.94429;317898.6665;5006694.3230;NULL
192728;u zapadnoj Istri (Bujština), u blizini crkve sv. Magdalene, između naselja Kučibreg i Briz, iznad rijeke Dragonje, na sjeveru izloženim padinama kote 423, na visini od 380 m (Istra);xy.94430;Fraxinus ornus L.;xy.94430;286502.7069;5038809.9627;NULL
125467;Obiteljsko gospodarstvo Boljunski Katun (obitelj Rogović), Boljunsko polje, općina Boljun, (Istra);xy.94847;Fraxinus ornus L.;xy.94847;314764.6328;5018241.6415;50.0000
105978;šire područje Orebića na poluotoku Pelješcu: podnožje strmih obronaka u sjevernom dijelu šireg područja Orebića, snimka velika oko 150 m2 (poluotok Pelješac, južna Dalmacija);xy.94213;Fraxinus ornus L.;xy.94213;555432.6597;4761183.8750;NULL
109079;područje Osmoliž kod Trstenog, blago nagnut obronak, izložen prema jugozapadu, podloga kamenita, s krupnijim i sitnijim kamenim blokovima na površini, snimljena sastojina velika je preko 1000 m2 (rt Osmolište, južna Dalmacija);xy.94251;Fraxinus ornus L.;xy.94251;619385.8946;4732475.5246;NULL
111700;područje Ivanice na granici između Dalmacije i Hercegovine, umjereno nagnut obronak uz cestu Dubrovnik-Trebinje istočno od željezničke stanice u visini od približno 400 m n/m, snimljena sastojina velika je oko 200 m2 (Ivanica, južna Dalmacija);xy.94304;Fraxinus ornus L.;xy.94304;636478.1700;4725528.6232;NULL
112240;poluotok Pelješac, uz planinarski put, koji vodi od Orebića do vrha Ilije, u visini oko 500 n/m, sjeverna strana Kabla, sastojina šume dalmatinskog crnog bora na prilično nagnutom obronku, velika je oko 150 m2 (Dalmacija);xy.94306;Fraxinus ornus L.;xy.94306;554976.2211;4762161.8343;NULL
112263;poluotok Pelješac, vrh Ilija, područje planinarske kuće, istočno od nje, snimljena sastojina velika je oko 300 m2 (Dalmacija);xy.94307;Fraxinus ornus L.;xy.94307;553981.1446;4762090.6259;NULL
